symbol,entry_ts,exit_ts,entry,exit,why,pnl,rise_pct,rise_bars,retrace_bars,qv24h,taker_buy_60,vol60_bp,n_legs,entry_at
BELUSDT,1781860020000,1781861820000,0.11337,0.11471,TIME,-2.5839,8.52,16,28,15127030.627840001,0.5123,108.71,3,2026-06-19 09:07:00
KERNELUSDT,1781860080000,1781861880000,0.0514,0.05054,TIME,3.1263,12.64,14,115,11710545.30737,0.4076,25.02,1,2026-06-19 09:08:00
BEATUSDT,1781861040000,1781862840000,1.706,1.67,TIME,4.0004,12.37,23,22,204075624.18690002,0.4983,116.64,5,2026-06-19 09:24:00
BEATUSDT,1781864040000,1781865480000,1.61,1.6788722222222223,SL,-8.7756,10.09,7,115,208998941.85549998,0.4861,89.08,5,2026-06-19 10:14:00
GRIFFAINUSDT,1781864220000,1781866020000,0.008356,0.008287,TIME,1.4315,10.39,8,39,3429241.841488,0.4737,113.39,1,2026-06-19 10:17:00
BICOUSDT,1781868240000,1781868420000,0.02561,0.02670553888888889,SL,-8.7756,7.39,11,11,18711831.88247,0.492,122.13,4,2026-06-19 11:24:00
SYNUSDT,1781869860000,1781870640000,0.13872,0.14465413333333335,SL,-8.7756,7.67,16,36,450215416.81652,0.5277,82.66,2,2026-06-19 11:51:00
REUSDT,1781870580000,1781870880000,0.7421,0.7738453888888889,SL,-8.7756,9.71,11,20,699615551.2643,0.5057,153.96,5,2026-06-19 12:03:00
HUSDT,1781870700000,1781872500000,0.21444,0.20626,TIME,7.4092,10.15,8,26,92168575.17453,0.4896,127.27,2,2026-06-19 12:05:00
BICOUSDT,1781871900000,1781873700000,0.02367,0.02423,TIME,-4.9517,12.16,12,106,23474364.31287,0.4717,76.09,4,2026-06-19 12:25:00
HUSDT,1781873640000,1781874420000,0.20185,0.21048469444444445,SL,-8.7756,8.13,12,89,91935625.17967999,0.458,82.43,2,2026-06-19 12:54:00
USUSDT,1781875860000,1781877660000,0.01466,0.014803,TIME,-2.1709,8.92,38,52,8106801.869516,0.5162,74.41,1,2026-06-19 13:31:00
KGENUSDT,1781876520000,1781878320000,0.1815,0.1847,TIME,-3.7462,7.64,2,82,3437881.0959700006,0.4466,28.25,1,2026-06-19 13:42:00
