symbol,entry_ts,exit_ts,entry,exit,why,pnl,rise_pct,rise_bars,retrace_bars,qv24h,taker_buy_60,vol60_bp,n_legs,entry_at
PIPPINUSDT,1763917920000,1763918160000,0.03461,0.03609053888888889,SL,-8.7756,14.75,6,14,1573604954.8844898,0.4895,326.69,11,2025-11-23 17:12:00
PIPPINUSDT,1763918700000,1763919120000,0.03369,0.031870932606005785,TP,10.5789,9.69,1,45,1588733266.5060701,0.4908,326.24,12,2025-11-23 17:25:00
PIPPINUSDT,1763919180000,1763919360000,0.0319,0.030596891852314206,TP,7.95,7.2,5,14,1595527845.6929703,0.492,302.9,12,2025-11-23 17:33:00
REIUSDT,1763921340000,1763922660000,0.00933,0.00862274718990558,TP,14.9408,14.04,11,12,4163867.83402,0.489,123.2,1,2025-11-23 18:09:00
B2USDT,1763923860000,1763925060000,0.4447,0.4637232777777778,SL,-8.7756,11.94,44,21,15578405.433400001,0.4592,99.13,2,2025-11-23 18:51:00
IPUSDT,1763924460000,1763926260000,2.447,2.475,TIME,-2.5085,14.05,10,109,32838727.236599997,0.4396,28.24,3,2025-11-23 19:01:00
TNSRUSDT,1763928120000,1763929920000,0.13619,0.1387,TIME,-3.906,11.88,11,46,982704208.969277,0.504,101.2,6,2025-11-23 20:02:00
PARTIUSDT,1763929740000,1763929920000,0.10253,0.09690792402508942,TP,10.7467,9.85,5,27,122496896.5513,0.5163,133.19,5,2025-11-23 20:29:00
NTRNUSDT,1763929800000,1763931600000,0.03993,0.03931,TIME,2.8854,8.34,11,26,55812932.24891999,0.4855,84.38,2,2025-11-23 20:30:00
PIPPINUSDT,1763937000000,1763938080000,0.02673,0.02787345,SL,-8.7756,8.68,11,86,1615826759.6491404,0.5064,60.29,7,2025-11-23 22:30:00
BOBUSDT,1763942220000,1763942580000,0.019452,0.020284113333333336,SL,-8.7756,12.45,15,23,94305332.793002,0.496,114.0,4,2025-11-23 23:57:00
1000RATSUSDT,1763943060000,1763943420000,0.05062,0.05278541111111111,SL,-8.7756,9.17,12,41,153120547.16297,0.5104,161.05,3,2025-11-24 00:11:00
BOBUSDT,1763943480000,1763943900000,0.018867,0.017870493860470876,TP,10.3435,9.47,2,15,97017373.471553,0.4918,137.58,5,2025-11-24 00:18:00
1000RATSUSDT,1763943900000,1763943960000,0.04684,0.04884371111111111,SL,-8.7756,7.35,4,7,166755129.69212,0.5165,181.54,4,2025-11-24 00:25:00
BOBUSDT,1763943960000,1763944200000,0.018411,0.017549431343163176,TP,9.1393,8.32,6,76,98835453.24730799,0.4859,157.07,5,2025-11-24 00:26:00
BANANAS31USDT,1763947080000,1763948640000,0.003165,0.003024861868596146,TP,8.6355,7.84,7,5,116913888.537955,0.5076,104.74,2,2025-11-24 01:18:00
BANANAS31USDT,1763948940000,1763950740000,0.003023,0.003012,TIME,0.5078,7.08,13,78,127112907.020203,0.487,125.21,2,2025-11-24 01:49:00
TRUSTUSDT,1763951040000,1763951880000,0.1902,0.19833633333333334,SL,-8.7756,8.07,7,77,186253354.166,0.4985,76.55,2,2025-11-24 02:24:00
HIPPOUSDT,1763952600000,1763954400000,0.001146,0.001139,TIME,1.0016,11.02,26,16,12991788.296357999,0.5038,127.21,2,2025-11-24 02:50:00
1000RATSUSDT,1763954820000,1763956260000,0.03907,0.037483779202446055,TP,7.8999,7.15,8,8,208902831.67962,0.5009,95.83,5,2025-11-24 03:27:00
TNSRUSDT,1763955240000,1763956020000,0.1426,0.14870011111111112,SL,-8.7756,13.17,10,28,1183774541.3979712,0.525,120.7,3,2025-11-24 03:34:00
PARTIUSDT,1763960040000,1763960820000,0.09723,0.10138928333333333,SL,-8.7756,7.85,9,38,239947654.34224,0.5075,107.44,2,2025-11-24 04:54:00
TRADOORUSDT,1763962920000,1763963160000,1.215,1.2669750000000002,SL,-8.7756,20.55,14,17,45032384.569,0.4925,184.68,1,2025-11-24 05:42:00
PIPPINUSDT,1763964240000,1763964480000,0.03398,0.035433588888888895,SL,-8.7756,11.77,3,20,1357278422.79673,0.4855,204.56,3,2025-11-24 06:04:00
TRUSTUSDT,1763965020000,1763966820000,0.2122,0.2148,TIME,-2.6705,8.4,14,41,200094511.6395,0.4906,106.16,4,2025-11-24 06:17:00
BANANAS31USDT,1763967360000,1763967540000,0.00367,0.00352370907827897,TP,7.7523,7.01,7,12,186309850.474998,0.5254,167.73,4,2025-11-24 06:56:00
TRADOORUSDT,1763969220000,1763969340000,1.205,1.2565472222222223,SL,-8.7756,7.58,8,96,52957064.741,0.4511,88.27,2,2025-11-24 07:27:00
SAPIENUSDT,1763969280000,1763970180000,0.12978,0.1353317,SL,-8.7756,7.66,11,17,12814485.832649998,0.4542,82.3,1,2025-11-24 07:28:00
PIPPINUSDT,1763970120000,1763970300000,0.05065,0.052816694444444444,SL,-8.7756,9.8,2,6,1193037842.77532,0.4964,323.69,6,2025-11-24 07:42:00
TNSRUSDT,1763971320000,1763971860000,0.158,0.1647588888888889,SL,-8.7756,8.99,8,54,1347838572.993716,0.5011,105.85,6,2025-11-24 08:02:00
PIPPINUSDT,1763972820000,1763972940000,0.05235,0.05025397207120076,TP,7.7877,7.05,4,7,1158756760.65759,0.4932,219.05,8,2025-11-24 08:27:00
BANANAS31USDT,1763972820000,1763974620000,0.003568,0.003589,TIME,-1.3971,7.95,11,34,217498150.632788,0.5092,92.94,4,2025-11-24 08:27:00
HFTUSDT,1763972940000,1763974740000,0.03967,0.04093,TIME,-6.5724,10.29,25,33,21547091.05855,0.4814,106.66,1,2025-11-24 08:29:00
PIPPINUSDT,1763973240000,1763973420000,0.04893,0.05102311666666667,SL,-8.7756,10.19,12,39,1159683401.38215,0.4912,234.88,8,2025-11-24 08:34:00
BANANAS31USDT,1763974800000,1763976600000,0.003506,0.003561,TIME,-3.3575,7.04,17,104,222894481.168208,0.5027,73.94,4,2025-11-24 09:00:00
B2USDT,1763976300000,1763978100000,0.5274,0.5167,TIME,3.8376,11.14,4,31,23875878.413,0.4747,123.83,2,2025-11-24 09:25:00
PIEVERSEUSDT,1763976540000,1763977020000,0.4515,0.4708141666666667,SL,-8.7756,7.76,9,80,185106766.0374,0.4969,65.81,2,2025-11-24 09:29:00
TRADOORUSDT,1763977260000,1763977320000,2.052,1.9302353111416088,TP,11.6479,10.73,20,33,140729018.642,0.5122,155.68,7,2025-11-24 09:41:00
TRADOORUSDT,1763977440000,1763977560000,1.926,2.00839,SL,-8.7756,9.52,11,58,146104304.824,0.5094,166.24,7,2025-11-24 09:44:00
TRADOORUSDT,1763984760000,1763984820000,2.242,2.0763574575052717,TP,14.5563,13.65,3,30,234245311.67100003,0.532,169.06,11,2025-11-24 11:46:00
VOXELUSDT,1763985300000,1763987100000,0.03094,0.0308,TIME,0.685,11.49,18,11,2771798.73048,0.4707,111.57,1,2025-11-24 11:55:00
NTRNUSDT,1763985780000,1763987580000,0.04304,0.04171,TIME,5.9603,12.31,11,69,36715622.50836,0.4838,87.13,2,2025-11-24 12:03:00
ZKCUSDT,1763986920000,1763988720000,0.1478,0.148,TIME,-0.4906,9.4,14,44,10465265.455400001,0.473,88.13,1,2025-11-24 12:22:00
TRADOORUSDT,1763990220000,1763992020000,2.213,2.3076672222222223,SL,-8.7756,8.76,9,42,282049801.04300004,0.5165,122.52,11,2025-11-24 13:17:00
PIPPINUSDT,1763990820000,1763991360000,0.06549,0.06189334411216268,TP,10.7638,9.87,11,36,995206015.3149598,0.5206,129.86,10,2025-11-24 13:27:00
B2USDT,1763991060000,1763991120000,0.603,0.628795,SL,-8.7756,9.56,27,37,62282182.5492,0.4978,109.39,4,2025-11-24 13:31:00
PIPPINUSDT,1763991420000,1763991480000,0.05909,0.05614599287918759,TP,9.7445,8.89,16,67,998268740.0915499,0.5078,139.04,9,2025-11-24 13:37:00
MONUSDT,1763991780000,1763992920000,0.02762,0.02631450151635756,TP,9.2333,8.4,5,7,93132800.96945,0.4741,114.66,1,2025-11-24 13:43:00
ARIAUSDT,1763995020000,1763996820000,0.06774,0.06531,TIME,6.9545,9.65,18,74,4350965.4893,0.4501,80.85,1,2025-11-24 14:37:00
SWELLUSDT,1763995320000,1763996820000,0.00246,0.0025652333333333333,SL,-8.7756,15.54,19,49,5506782.766646,0.482,128.27,1,2025-11-24 14:42:00
TRADOORUSDT,1763996040000,1763996580000,2.312,2.410902222222222,SL,-8.7756,13.02,10,37,334111426.582,0.5238,164.66,10,2025-11-24 14:54:00
PIPPINUSDT,1763999340000,1764000300000,0.05746,0.05991801111111111,SL,-8.7756,9.01,9,28,990777223.5426402,0.5156,138.67,6,2025-11-24 15:49:00
XPINUSDT,1764004860000,1764004980000,0.002591,0.0024601980040564885,TP,9.8766,9.02,14,15,31354770.854985803,0.5029,98.75,6,2025-11-24 17:21:00
XPINUSDT,1764005040000,1764005100000,0.002194,0.0022878544444444445,SL,-8.7756,9.04,26,35,34374647.814380795,0.4879,136.44,6,2025-11-24 17:24:00
XPINUSDT,1764005160000,1764005280000,0.00226,0.0023566777777777777,SL,-8.7756,9.17,17,77,37158968.2273118,0.477,182.19,6,2025-11-24 17:26:00
USUALUSDT,1764006900000,1764008700000,0.02754,0.02815,TIME,-4.6499,9.39,8,56,11323520.185449999,0.5453,64.49,1,2025-11-24 17:55:00
PIEVERSEUSDT,1764009480000,1764011280000,0.5574,0.5517,TIME,1.8252,10.72,20,48,285952582.4652,0.5116,100.37,3,2025-11-24 18:38:00
NAORISUSDT,1764010020000,1764010320000,0.02672,0.027863022222222224,SL,-8.7756,7.07,9,107,6541055.878380001,0.478,72.36,1,2025-11-24 18:47:00
TRADOORUSDT,1764010080000,1764010140000,2.223,2.318095,SL,-8.7756,13.18,11,15,436087786.09300005,0.5402,171.88,4,2025-11-24 18:48:00
TRADOORUSDT,1764010200000,1764010440000,2.088,2.17732,SL,-8.7756,7.66,13,103,445876287.92,0.5134,278.49,4,2025-11-24 18:50:00
YALAUSDT,1764010680000,1764010920000,0.03236,0.03374428888888889,SL,-8.7756,14.97,23,5,14784077.0409,0.4917,178.03,2,2025-11-24 18:58:00
TRADOORUSDT,1764011160000,1764011220000,1.857,1.9364383333333333,SL,-8.7756,24.13,10,7,472586812.71599996,0.5108,344.99,5,2025-11-24 19:06:00
PIPPINUSDT,1764011340000,1764012660000,0.06027,0.06284821666666666,SL,-8.7756,9.21,11,85,876898278.9001501,0.4928,70.76,5,2025-11-24 19:09:00
PARTIUSDT,1764011820000,1764012060000,0.14022,0.1335056875609291,TP,9.3568,8.52,8,65,476860768.64828,0.5045,98.23,4,2025-11-24 19:17:00
MONUSDT,1764015720000,1764015840000,0.03478,0.03626781111111111,SL,-8.7756,8.8,11,9,386647850.81417,0.5251,145.11,8,2025-11-24 20:22:00
BOBUSDT,1764016260000,1764018060000,0.020148,0.020451,TIME,-3.2277,10.41,10,9,158110724.663279,0.4901,133.73,3,2025-11-24 20:31:00
TRADOORUSDT,1764018540000,1764019620000,1.309,1.364996111111111,SL,-8.7756,10.09,6,63,568236820.14,0.4711,106.56,6,2025-11-24 21:09:00
TRADOORUSDT,1764021960000,1764023400000,1.27,1.3243277777777778,SL,-8.7756,9.7,15,32,577427902.222,0.4739,96.44,7,2025-11-24 22:06:00
MONUSDT,1764023160000,1764024960000,0.03341,0.03329,TIME,0.4983,11.11,12,94,447885800.65612006,0.4923,74.1,8,2025-11-24 22:26:00
YALAUSDT,1764038760000,1764039180000,0.03738,0.03568981735755934,TP,8.8232,8.02,19,45,74138484.98660001,0.4972,148.82,4,2025-11-25 02:46:00
YALAUSDT,1764039240000,1764039360000,0.03558,0.033685077546273666,TP,10.4316,9.55,16,83,78125115.81794001,0.4904,168.0,4,2025-11-25 02:54:00
YALAUSDT,1764039420000,1764039600000,0.03471,0.03288209632400685,TP,10.3124,9.44,19,113,80134188.01751,0.4889,174.39,4,2025-11-25 02:57:00
PIPPINUSDT,1764054240000,1764055500000,0.0596,0.062149555555555555,SL,-8.7756,7.08,12,95,1136940916.34109,0.4998,56.53,2,2025-11-25 07:04:00
HEMIUSDT,1764055560000,1764056820000,0.02682,0.0279673,SL,-8.7756,7.14,6,16,41462331.272702,0.4984,153.41,2,2025-11-25 07:26:00
COAIUSDT,1764062760000,1764064020000,0.584,0.6089822222222222,SL,-8.7756,11.34,31,55,66562435.1853,0.4592,134.16,1,2025-11-25 09:26:00
NILUSDT,1764063000000,1764064800000,0.1031,0.1016,TIME,2.6898,9.55,17,70,19263895.33501,0.4601,83.33,2,2025-11-25 09:30:00
YALAUSDT,1764071940000,1764072120000,0.03842,0.036252863786398824,TP,11.0613,10.16,5,37,275357832.30647,0.5065,99.91,3,2025-11-25 11:59:00
RVVUSDT,1764077460000,1764077820000,0.005555,0.005109032518196437,TP,15.8364,14.97,9,13,49408901.478264995,0.5047,894.65,2,2025-11-25 13:31:00
MONUSDT,1764082500000,1764083400000,0.03778,0.03939614444444445,SL,-8.7756,7.53,13,70,769390440.37224,0.4839,91.47,3,2025-11-25 14:55:00
STABLEUSDT,1764083100000,1764084300000,0.03077,0.03208627222222222,SL,-8.7756,7.58,13,14,11282285.194960002,0.5134,64.44,1,2025-11-25 15:05:00
HUSDT,1764086280000,1764088080000,0.11958,0.10998,TIME,15.8362,21.54,16,35,30055599.44527,0.455,186.09,1,2025-11-25 15:58:00
TNSRUSDT,1764088620000,1764090420000,0.16763,0.16913,TIME,-2.0097,7.68,10,21,427689841.878081,0.4969,98.93,2,2025-11-25 16:37:00
HUSDT,1764090240000,1764091200000,0.10556,0.11007562222222222,SL,-8.7756,8.58,9,20,42948031.39496,0.4835,136.01,2,2025-11-25 17:04:00
TRADOORUSDT,1764095880000,1764096480000,1.48,1.417827801434291,TP,8.1816,7.41,10,5,245311806.897,0.4759,144.76,2,2025-11-25 18:38:00
MONUSDT,1764096420000,1764097320000,0.04165,0.03977492085374006,TP,8.784,7.98,15,103,874074374.8135899,0.479,53.26,3,2025-11-25 18:47:00
MERLUSDT,1764099300000,1764101100000,0.22791,0.22763,TIME,0.0257,7.64,13,61,52828824.62523,0.4868,86.62,1,2025-11-25 19:35:00
TRADOORUSDT,1764100920000,1764102720000,1.404,1.442,TIME,-5.6331,7.39,9,65,134967228.669,0.4529,83.85,3,2025-11-25 20:02:00
PIPPINUSDT,1764104820000,1764106620000,0.06883,0.06699,TIME,5.1265,9.39,14,117,788119029.9098101,0.4925,35.57,2,2025-11-25 21:07:00
ICNTUSDT,1764106200000,1764107040000,0.2399,0.2281416783174472,TP,9.5827,8.74,10,82,20389783.1791,0.5312,62.38,1,2025-11-25 21:30:00
PIPPINUSDT,1764119640000,1764121440000,0.06077,0.06041,TIME,0.9648,7.18,7,49,774766378.92732,0.531,63.95,3,2025-11-26 01:14:00
HIPPOUSDT,1764124800000,1764126600000,0.001173,0.00118,TIME,-1.4135,11.13,9,7,11025639.965831,0.5744,95.0,1,2025-11-26 02:40:00
PTBUSDT,1764128340000,1764129540000,0.00827,0.007909105206641629,TP,8.5078,7.72,36,51,26032751.07448,0.4449,82.55,1,2025-11-26 03:39:00
MERLUSDT,1764137880000,1764138600000,0.24323,0.2536348388888889,SL,-8.7756,7.04,16,18,136017612.22704998,0.5034,97.22,2,2025-11-26 06:18:00
PLUMEUSDT,1764139560000,1764140460000,0.03062,0.03192985555555556,SL,-8.7756,12.2,9,38,153214378.62002003,0.4927,115.99,2,2025-11-26 06:46:00
RESOLVUSDT,1764150000000,1764150180000,0.12825,0.12300092531358149,TP,7.9657,7.21,15,56,83808418.75159,0.5338,83.75,1,2025-11-26 09:40:00
RVVUSDT,1764150360000,1764150540000,0.007404,0.007720726666666667,SL,-8.7756,7.58,9,16,222588975.514356,0.5047,152.2,6,2025-11-26 09:46:00
ARCUSDT,1764150480000,1764150540000,0.03313,0.03167283550634521,TP,8.5766,7.78,11,33,510938896.08806,0.4944,91.51,3,2025-11-26 09:48:00
ARCUSDT,1764150600000,1764150660000,0.03059,0.03189857222222222,SL,-8.7756,7.07,28,6,514877658.5975,0.4679,145.88,3,2025-11-26 09:50:00
RVVUSDT,1764150660000,1764151020000,0.007187,0.007494443888888889,SL,-8.7756,11.15,13,34,236451263.16282302,0.4976,176.32,6,2025-11-26 09:51:00
ARCUSDT,1764150720000,1764150960000,0.03103,0.032357394444444444,SL,-8.7756,9.39,38,61,517307855.36820006,0.4675,165.36,3,2025-11-26 09:52:00
ARCUSDT,1764151380000,1764151980000,0.02992,0.028714611152624952,TP,7.8374,7.09,6,7,517853084.76831996,0.4714,186.64,4,2025-11-26 10:03:00
PIPPINUSDT,1764151560000,1764153360000,0.06219,0.06238,TIME,-0.831,7.66,6,29,576307370.70332,0.5236,78.48,1,2025-11-26 10:06:00
RVVUSDT,1764151740000,1764152700000,0.006928,0.007224364444444444,SL,-8.7756,10.33,12,5,268292703.423224,0.491,212.31,7,2025-11-26 10:09:00
RESOLVUSDT,1764153420000,1764153900000,0.11237,0.10596537606237819,TP,11.1792,10.28,11,31,103688483.81805,0.4703,96.83,2,2025-11-26 10:37:00
RESOLVUSDT,1764155460000,1764155700000,0.09466,0.09870934444444444,SL,-8.7756,7.34,8,5,130142015.61117,0.4712,122.62,3,2025-11-26 11:11:00
RVVUSDT,1764156840000,1764157380000,0.007018,0.007318214444444445,SL,-8.7756,8.61,15,28,328969101.330708,0.4985,120.24,8,2025-11-26 11:34:00
OMUSDT,1764159180000,1764160980000,0.08701,0.08575,TIME,2.6762,7.49,18,99,156615097.797627,0.4848,69.71,2,2025-11-26 12:13:00
HUSDT,1764159360000,1764159840000,0.11598,0.11128653040678067,TP,7.8736,7.13,7,21,62698109.45283001,0.4668,93.79,1,2025-11-26 12:16:00
AKEUSDT,1764165900000,1764167700000,0.0003678,0.0003591,TIME,4.5108,8.57,15,5,4937814.343231,0.4331,128.86,2,2025-11-26 14:05:00
DODOXUSDT,1764166500000,1764168300000,0.031388,0.031057,TIME,1.8891,7.92,4,22,64612215.907852,0.5092,106.96,4,2025-11-26 14:15:00
RVVUSDT,1764167160000,1764167280000,0.007156,0.006834723196769911,TP,8.7592,7.96,18,32,359657173.807006,0.513,110.19,7,2025-11-26 14:26:00
FUNUSDT,1764167400000,1764169200000,0.002123,0.0021,TIME,1.9467,9.69,28,52,8306886.550442,0.4652,84.29,1,2025-11-26 14:30:00
TACUSDT,1764167460000,1764167520000,0.010494,0.01094291,SL,-8.7756,50.43,6,20,259072053.780392,0.5184,503.51,4,2025-11-26 14:31:00
AKEUSDT,1764168300000,1764170100000,0.0003461,0.0003488,TIME,-1.7802,8.34,30,65,5778889.7404630985,0.4117,143.3,2,2025-11-26 14:45:00
TACUSDT,1764168300000,1764168420000,0.009358,0.00872515393173015,TP,13.3052,12.38,7,7,307216563.04800403,0.5132,551.48,5,2025-11-26 14:45:00
AGTUSDT,1764169500000,1764171300000,0.002875,0.002851,TIME,1.4496,7.13,13,35,4835598.437857,0.4735,78.67,1,2025-11-26 15:05:00
TANSSIUSDT,1764169560000,1764171360000,0.01892,0.0191,TIME,-2.1227,22.28,11,38,9612557.377359997,0.4674,206.23,1,2025-11-26 15:06:00
TACUSDT,1764169980000,1764170160000,0.00657,0.006851050000000001,SL,-8.7756,8.07,6,10,416825883.884754,0.4911,431.68,6,2025-11-26 15:13:00
HUSDT,1764171480000,1764171600000,0.14649,0.13956404127076222,TP,9.2359,8.41,6,6,133080835.61166999,0.4888,244.64,5,2025-11-26 15:38:00
TACUSDT,1764176580000,1764178020000,0.006432,0.006707146666666667,SL,-8.7756,10.18,16,36,507005324.256715,0.4982,116.04,9,2025-11-26 17:03:00
IRYSUSDT,1764177600000,1764177660000,0.038434,0.040078121111111115,SL,-8.7756,8.39,11,18,89970525.27243799,0.4962,245.53,4,2025-11-26 17:20:00
IRYSUSDT,1764177720000,1764178020000,0.039836,0.04154009555555556,SL,-8.7756,7.71,6,42,91302190.23805898,0.4944,254.52,4,2025-11-26 17:22:00
IRYSUSDT,1764178080000,1764178140000,0.04045,0.04218036111111111,SL,-8.7756,14.27,7,58,93389093.119574,0.4906,242.08,4,2025-11-26 17:28:00
GHSTUSDT,1764182820000,1764184620000,0.2707,0.2721,TIME,-1.2544,7.09,16,25,2872093.962699999,0.4742,73.3,1,2025-11-26 18:47:00
ARCUSDT,1764183840000,1764185100000,0.03467,0.03615310555555556,SL,-8.7756,8.22,11,18,314155062.27842,0.4985,89.74,2,2025-11-26 19:04:00
HUSDT,1764184980000,1764186780000,0.14131,0.14519,TIME,-5.7115,7.2,16,107,168518909.21453002,0.4964,43.76,6,2025-11-26 19:23:00
BDXNUSDT,1764186240000,1764188040000,0.05532,0.05626,TIME,-3.6184,12.46,6,48,10629410.171680002,0.5279,162.41,2,2025-11-26 19:44:00
ACEUSDT,1764188340000,1764189780000,0.2593,0.27039227777777775,SL,-8.7756,12.61,8,13,15141168.741779,0.4549,226.48,2,2025-11-26 20:19:00
BANANAS31USDT,1764188460000,1764189000000,0.005363,0.005122308934692436,TP,8.756,7.95,8,64,277402898.37753,0.4985,85.56,3,2025-11-26 20:21:00
IRYSUSDT,1764189180000,1764189660000,0.047042,0.04905435222222222,SL,-8.7756,15.16,11,79,165368055.002262,0.4964,116.72,7,2025-11-26 20:33:00
MERLUSDT,1764190620000,1764190800000,0.40568,0.38362474456780715,TP,10.6532,9.76,9,10,667901585.1161301,0.4992,164.76,2,2025-11-26 20:57:00
IRYSUSDT,1764194520000,1764195180000,0.045802,0.04776130777777778,SL,-8.7756,8.39,14,38,188746513.909719,0.4998,96.92,8,2025-11-26 22:02:00
BANANAS31USDT,1764201840000,1764202320000,0.005686,0.005929234444444445,SL,-8.7756,11.19,9,31,366127269.97582006,0.5426,133.45,2,2025-11-27 00:04:00
RVVUSDT,1764206520000,1764208320000,0.006054,0.006015,TIME,1.0684,7.26,17,98,395573996.79896307,0.4509,41.57,1,2025-11-27 01:22:00
MERLUSDT,1764207300000,1764209100000,0.46553,0.45511,TIME,4.2566,8.29,14,23,1047850212.5790498,0.5194,92.03,5,2025-11-27 01:35:00
ARIAUSDT,1764219780000,1764220080000,0.07817,0.0815139388888889,SL,-8.7756,7.2,10,31,15180433.488370001,0.477,136.65,2,2025-11-27 05:03:00
IRYSUSDT,1764223200000,1764223260000,0.041535,0.03959988862484077,TP,9.098,8.28,22,89,277142198.928196,0.5185,50.42,1,2025-11-27 06:00:00
MUSDT,1764227160000,1764227940000,1.4324,1.34798376276571,TP,11.5667,10.65,9,12,22093854.4919,0.4265,213.89,2,2025-11-27 07:06:00
ARCUSDT,1764227520000,1764229320000,0.03516,0.03574,TIME,-3.5192,8.8,22,98,210305296.20494,0.476,110.08,1,2025-11-27 07:12:00
MUSDT,1764228000000,1764228420000,1.3478,1.2899714118782617,TP,8.3612,7.58,5,7,27136371.009100005,0.4561,234.97,3,2025-11-27 07:20:00
MUSDT,1764228480000,1764228720000,1.2801,1.3348598333333335,SL,-8.7756,12.27,6,59,31575538.713600002,0.4815,205.05,3,2025-11-27 07:28:00
MERLUSDT,1764228900000,1764230400000,0.2931,0.3056381666666667,SL,-8.7756,8.44,7,112,1469276061.87815,0.4989,85.11,3,2025-11-27 07:35:00
ORCAUSDT,1764230400000,1764230640000,1.632,1.7018133333333332,SL,-8.7756,7.06,3,13,125311490.7559,0.5049,158.95,4,2025-11-27 08:00:00
ARIAUSDT,1764230580000,1764231240000,0.08186,0.07772399583683587,TP,9.8851,9.03,27,27,22245230.49337,0.4768,88.3,3,2025-11-27 08:03:00
MUSDT,1764232140000,1764232500000,1.3382,1.275804991132306,TP,9.1052,8.28,4,13,43546431.1461,0.524,156.37,5,2025-11-27 08:29:00
MUSDT,1764232740000,1764233100000,1.2365,1.2893947222222222,SL,-8.7756,22.99,20,52,45260789.79109999,0.5272,151.54,5,2025-11-27 08:39:00
IRYSUSDT,1764233460000,1764234840000,0.045978,0.047944836666666664,SL,-8.7756,9.47,11,60,348769398.339597,0.5013,129.9,3,2025-11-27 08:51:00
PIPPINUSDT,1764234000000,1764235800000,0.05309,0.05414,TIME,-4.1755,14.09,5,28,216200692.88199,0.4909,134.94,3,2025-11-27 09:00:00
ORCAUSDT,1764234360000,1764234720000,1.607,1.675743888888889,SL,-8.7756,7.4,18,6,191642207.7207,0.5062,75.56,5,2025-11-27 09:06:00
TRUTHUSDT,1764236580000,1764238380000,0.026854,0.026909,TIME,-0.6296,7.74,16,14,5899036.765247,0.5169,58.23,1,2025-11-27 09:43:00
IRYSUSDT,1764240300000,1764240540000,0.046021,0.04798967611111111,SL,-8.7756,10.91,11,32,417400376.27159,0.5124,152.64,4,2025-11-27 10:45:00
MUSDT,1764244200000,1764244800000,1.2197,1.2718760555555555,SL,-8.7756,8.32,21,86,67092281.1095,0.4828,63.03,6,2025-11-27 11:50:00
ATUSDT,1764245340000,1764246540000,0.3036,0.31658733333333333,SL,-8.7756,10.07,22,42,128560280.41410002,0.5045,134.55,5,2025-11-27 12:09:00
SUPERUSDT,1764245820000,1764247560000,0.2652,0.27654466666666666,SL,-8.7756,11.74,20,48,123932110.62739998,0.4991,104.54,3,2025-11-27 12:17:00
ATUSDT,1764251640000,1764251760000,0.3087,0.29344898039146144,TP,9.6608,8.81,14,13,189116978.9772,0.4975,130.31,7,2025-11-27 13:54:00
ATUSDT,1764251820000,1764251880000,0.2882,0.3005285555555556,SL,-8.7756,10.06,22,79,193964461.2472,0.4917,140.87,7,2025-11-27 13:57:00
ATUSDT,1764252960000,1764253080000,0.286,0.2982344444444444,SL,-8.7756,14.57,4,15,245923054.93990004,0.4938,207.25,8,2025-11-27 14:16:00
DMCUSDT,1764255300000,1764257100000,0.001903,0.0019,TIME,0.0953,10.43,17,21,1694759.77476,0.4795,84.43,1,2025-11-27 14:55:00
PTBUSDT,1764255900000,1764257700000,0.00919,0.00905,TIME,2.8268,11.29,17,79,20809150.65596,0.4548,65.51,4,2025-11-27 15:05:00
ATUSDT,1764259200000,1764260520000,0.2844,0.2702973198996037,TP,9.6975,8.85,8,96,320689198.8196,0.511,64.03,8,2025-11-27 16:00:00
SQDUSDT,1764261240000,1764263040000,0.07194,0.06982,TIME,5.6738,12.62,16,38,74832396.76345001,0.497,135.44,3,2025-11-27 16:34:00
SQDUSDT,1764263100000,1764264900000,0.06922,0.07018,TIME,-2.9938,15.38,17,94,89892425.93163998,0.4941,114.55,3,2025-11-27 17:05:00
AINUSDT,1764263880000,1764264480000,0.10184,0.10619648888888888,SL,-8.7756,8.22,14,19,5218046.56045,0.4984,86.25,2,2025-11-27 17:18:00
